                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.42452,                0.36416,                 0.9306,                0.88559,                0.89303,                 0.9238,                0.83251,                0.46359,                0.53106,                0.90903,             0.00045676,             0.00045676,             0.00045676
                    156,                0.41895,                0.35785,                0.91771,                0.89804,                0.88169,                0.92977,                0.83534,                0.47371,                0.52284,                0.91109,              0.0004489,              0.0004489,              0.0004489
                    157,                0.41538,                0.35856,                 0.9159,                0.87123,                0.91171,                0.92542,                0.82946,                0.48293,                0.53649,                0.91451,             0.00044104,             0.00044104,             0.00044104
                    158,                0.42919,                0.36561,                0.92657,                0.88047,                0.90278,                0.92078,                0.82225,                0.48196,                0.54857,                 0.9128,             0.00043318,             0.00043318,             0.00043318
                    159,                0.40561,                0.35349,                0.90992,                0.89625,                0.89686,                0.92734,                0.83007,                0.47228,                 0.5196,                0.91039,             0.00042532,             0.00042532,             0.00042532
                    160,                0.41076,                0.35797,                0.91658,                0.89363,                0.90317,                0.93014,                0.83913,                0.45425,                0.49292,                0.90408,             0.00041746,             0.00041746,             0.00041746
                    161,                0.42398,                0.36403,                0.92785,                0.89873,                0.89374,                0.93264,                0.84418,                0.46787,                0.50461,                0.91232,             0.00040961,             0.00040961,             0.00040961
                    162,                0.40273,                0.34712,                0.91737,                0.87833,                0.90146,                0.92842,                0.84116,                0.46583,                0.52663,                0.91428,             0.00040175,             0.00040175,             0.00040175
                    163,                 0.4107,                0.34901,                0.91801,                0.88311,                0.89457,                0.92745,                0.83859,                0.46268,                0.53597,                0.91376,             0.00039389,             0.00039389,             0.00039389
                    164,                0.39847,                0.33916,                0.90796,                0.89012,                0.89406,                0.92648,                0.83497,                0.46846,                0.53374,                0.91536,             0.00038603,             0.00038603,             0.00038603
                    165,                0.39629,                0.33874,                0.90483,                0.89078,                 0.9003,                0.92359,                0.83229,                0.46497,                0.52125,                0.91685,             0.00037817,             0.00037817,             0.00037817
                    166,                0.39777,                 0.3486,                0.90755,                0.90944,                0.88061,                0.92786,                0.83738,                0.46936,                0.53251,                0.91987,             0.00037031,             0.00037031,             0.00037031
                    167,                0.40009,                0.34479,                0.91373,                0.88306,                0.90043,                0.92622,                0.83101,                0.47119,                0.53369,                0.92197,             0.00036245,             0.00036245,             0.00036245
                    168,                0.39198,                0.34519,                0.91253,                0.89829,                0.88084,                0.92721,                0.83561,                0.47403,                0.54249,                0.92701,             0.00035459,             0.00035459,             0.00035459
                    169,                0.38737,                0.34143,                0.90454,                0.88805,                0.87753,                 0.9206,                0.83545,                0.45834,                0.53424,                0.91289,             0.00034674,             0.00034674,             0.00034674
                    170,                0.39425,                0.34042,                0.91789,                0.87663,                 0.8917,                0.92207,                0.83376,                0.45907,                0.53988,                0.91184,             0.00033888,             0.00033888,             0.00033888
                    171,                0.39386,                0.35039,                0.90559,                0.86486,                0.90914,                0.92586,                0.84036,                 0.4603,                0.54444,                0.91135,             0.00033102,             0.00033102,             0.00033102
                    172,                0.39505,                0.33129,                0.90368,                0.89007,                0.89004,                0.92255,                0.83669,                0.46112,                0.55115,                 0.9137,             0.00032316,             0.00032316,             0.00032316
                    173,                0.38564,                0.33299,                0.90924,                0.88642,                0.89976,                0.92504,                0.84189,                0.45448,                0.53515,                0.91045,              0.0003153,              0.0003153,              0.0003153
                    174,                0.38116,                0.32953,                0.90651,                0.89011,                0.88834,                0.92409,                0.83691,                0.46249,                0.54241,                0.91734,             0.00030744,             0.00030744,             0.00030744
                    175,                0.39018,                0.33779,                 0.9121,                0.87783,                 0.8913,                0.92528,                0.84131,                0.45248,                0.52529,                0.91249,             0.00029958,             0.00029958,             0.00029958
                    176,                 0.3883,                 0.3331,                0.90876,                0.88707,                0.88647,                 0.9192,                0.83578,                0.46309,                 0.5419,                0.90887,             0.00029172,             0.00029172,             0.00029172
                    177,                0.38528,                0.33149,                0.91331,                0.87775,                0.89745,                0.92215,                0.84022,                 0.4564,                0.53533,                0.90733,             0.00028387,             0.00028387,             0.00028387
                    178,                0.37608,                0.31919,                0.89342,                  0.894,                0.88399,                0.92287,                0.83761,                0.45289,                0.52646,                0.90633,             0.00027601,             0.00027601,             0.00027601
                    179,                0.36594,                0.32434,                0.89494,                0.89379,                0.88418,                0.91936,                0.83458,                0.45036,                0.53106,                0.90716,             0.00026815,             0.00026815,             0.00026815
                    180,                0.38733,                0.33393,                0.90402,                0.89227,                0.89389,                0.92361,                0.84249,                0.44775,                0.51204,                0.90595,             0.00026029,             0.00026029,             0.00026029
                    181,                0.37427,                0.32051,                0.90358,                0.90322,                0.88393,                0.91852,                0.83365,                 0.4597,                0.52783,                0.91498,             0.00025243,             0.00025243,             0.00025243
                    182,                0.38113,                0.31723,                0.90748,                0.89136,                0.88467,                0.92436,                0.84208,                0.45354,                0.53138,                0.90984,             0.00024457,             0.00024457,             0.00024457
                    183,                0.37366,                0.32402,                 0.8968,                0.89293,                0.88802,                0.92743,                0.84412,                 0.4567,                0.52859,                  0.907,             0.00023671,             0.00023671,             0.00023671
                    184,                0.36514,                0.31594,                0.89328,                0.89544,                0.89634,                0.92744,                0.84319,                0.45984,                0.52224,                0.90593,             0.00022886,             0.00022886,             0.00022886
                    185,                0.37302,                0.31151,                0.90022,                0.88777,                0.90282,                0.92559,                0.84371,                0.45374,                0.52288,                0.90823,               0.000221,               0.000221,               0.000221
                    186,                0.36997,                0.31636,                0.90588,                0.89278,                0.89336,                0.92512,                0.83993,                0.44999,                0.52889,                0.90478,             0.00021314,             0.00021314,             0.00021314
                    187,                0.36767,                0.31242,                0.89843,                0.89719,                0.88251,                  0.924,                0.84033,                0.44926,                0.53153,                0.90104,             0.00020528,             0.00020528,             0.00020528
                    188,                 0.3739,                0.31717,                  0.897,                0.89835,                 0.8785,                0.92719,                0.84675,                0.45164,                0.53033,                 0.9014,             0.00019742,             0.00019742,             0.00019742
                    189,                0.37027,                0.31626,                  0.902,                0.89428,                 0.8943,                0.92794,                0.84561,                0.45109,                0.53219,                 0.9009,             0.00018956,             0.00018956,             0.00018956
                    190,                 0.3752,                0.31704,                0.90597,                0.88691,                0.89675,                0.93037,                0.84711,                0.44877,                0.51814,                0.90078,              0.0001817,              0.0001817,              0.0001817
                    191,                0.37207,                0.31789,                0.90534,                0.89263,                0.88597,                 0.9236,                0.84155,                0.45049,                0.54592,                0.90289,             0.00017384,             0.00017384,             0.00017384
                    192,                0.37186,                0.31304,                0.90351,                0.90014,                0.88441,                0.92504,                0.84288,                0.45256,                0.54842,                0.90522,             0.00016599,             0.00016599,             0.00016599
                    193,                0.35918,                0.30346,                0.88989,                0.89506,                0.88946,                0.92713,                0.84068,                0.45412,                0.55054,                0.90943,             0.00015813,             0.00015813,             0.00015813
                    194,                0.36025,                0.30445,                0.89454,                0.88344,                0.88821,                 0.9246,                0.84392,                0.45001,                0.54536,                0.90496,             0.00015027,             0.00015027,             0.00015027
                    195,                 0.3478,                0.29712,                0.88647,                0.90407,                0.87225,                0.92424,                0.84288,                0.45002,                0.54526,                0.90533,             0.00014241,             0.00014241,             0.00014241
                    196,                0.35436,                0.29642,                0.89005,                0.89067,                0.88443,                0.92412,                0.84175,                0.45261,                0.54494,                0.90665,             0.00013455,             0.00013455,             0.00013455
                    197,                 0.3533,                  0.295,                0.89554,                0.87336,                0.89892,                0.92235,                0.84254,                 0.4497,                0.55027,                0.90544,             0.00012669,             0.00012669,             0.00012669
                    198,                0.35953,                0.30476,                0.89513,                0.89027,                0.87885,                0.92088,                0.83796,                0.45475,                0.55543,                0.91042,             0.00011883,             0.00011883,             0.00011883
                    199,                0.36361,                0.30543,                0.89314,                 0.8954,                0.88229,                0.91955,                0.83676,                0.45609,                 0.5602,                0.90886,             0.00011097,             0.00011097,             0.00011097
                    200,                0.35805,                0.29878,                0.89403,                0.88935,                 0.8836,                0.92068,                0.83951,                0.45053,                 0.5474,                0.90445,             0.00010312,             0.00010312,             0.00010312
                    201,                0.30292,                0.25012,                0.84858,                0.89253,                0.87404,                0.91698,                0.82838,                0.45826,                0.55542,                0.90865,             9.5257e-05,             9.5257e-05,             9.5257e-05
                    202,                0.28396,                0.22941,                0.82791,                0.87523,                0.88825,                 0.9183,                 0.8309,                0.45958,                0.55949,                0.91159,             8.7398e-05,             8.7398e-05,             8.7398e-05
                    203,                0.28115,                 0.2234,                0.83052,                0.85665,                0.90701,                0.92096,                0.83277,                0.45976,                0.56331,                0.91109,              7.954e-05,              7.954e-05,              7.954e-05
                    204,                0.27703,                0.21775,                0.82657,                0.85678,                0.91549,                0.92288,                0.83507,                0.46029,                0.55588,                0.91564,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    205,                  0.277,                0.21847,                0.83403,                 0.8854,                0.88626,                0.92446,                0.83795,                0.45694,                0.54637,                0.91122,             6.3822e-05,             6.3822e-05,             6.3822e-05
                    206,                0.27491,                0.22112,                0.83132,                0.88435,                0.88302,                0.92419,                0.84068,                0.45321,                0.55089,                0.90844,             5.5964e-05,             5.5964e-05,             5.5964e-05
                    207,                0.28082,                 0.2168,                0.83927,                0.88246,                0.88946,                0.92328,                0.83937,                0.45046,                0.55385,                0.90588,             4.8105e-05,             4.8105e-05,             4.8105e-05
                    208,                0.27734,                0.21718,                0.83064,                0.88466,                0.88902,                0.92403,                0.84063,                0.44957,                 0.5487,                0.90624,             4.0246e-05,             4.0246e-05,             4.0246e-05
                    209,                0.27751,                 0.2117,                0.83297,                0.88381,                0.88847,                0.92401,                0.84063,                0.44948,                0.54763,                0.90724,             3.2387e-05,             3.2387e-05,             3.2387e-05
                    210,                 0.2758,                0.21577,                0.83268,                0.87777,                0.89454,                0.92425,                0.84189,                0.44943,                0.55075,                0.90605,             2.4529e-05,             2.4529e-05,             2.4529e-05
